OBJECTID,Treatment,Temperature,Time,DN,K,AvgTemp,TempDifference
99529,0,38.41,1,47558.33333,311.5553345,36.79,1.61
99920,1,37.81,1,47384,310.95945968,36.79,1.02
100323,0,36.7,1,47060.55556,309.8539201,36.79,-0.09
100406,1,39.43,1,47859,312.58301918,36.79,2.64
100731,0,36.8,1,47087.7,309.946700354,36.79,0
101079,1,36.6,1,47029.5,309.74777159,36.79,-0.19
101092,0,38.75,1,47658.2,311.896680764,36.79,1.95
101267,1,37.57,1,47314.5,310.72190729,36.79,0.78
101313,1,37.44,1,47276.93333,310.593503672,36.79,0.65
101706,0,36.71,1,47061.28571,309.856415797143,36.79,-0.09
101852,0,36.88,1,47111,310.02634022,36.79,0.08
102262,0,38.75,1,47660.33333,311.90397254,36.79,1.96
102280,0,37.2,1,47207,310.35447014,36.79,0.41
102880,0,38.2,1,47499.33333,311.35367132,36.79,1.41
102971,0,37.81,1,47384.75,310.962023195,36.79,1.02
103336,1,37.76,1,47369,310.90818938,36.79,0.97
103480,1,36.35,1,46957.625,309.5021014025,36.79,-0.44
103748,1,38.2,1,47497.33333,311.34683528,36.79,1.4
103785,1,37.08,1,47169.33333,310.22572472,36.79,0.28
103846,0,37.83,1,47389.66667,310.97882846,36.79,1.04
104685,0,37.23,1,47213.33333,310.3761176,36.79,0.43
104742,0,37.67,1,47343.18182,310.819942318182,36.79,0.88
104744,0,35.78,1,46789.125,308.9261650325,36.79,-1.02
104848,0,38.73,1,47654.22222,311.88308464,36.79,1.94
104955,0,35.05,1,46576.47059,308.199308,36.79,-1.74
105154,1,38.22,1,47504,311.36962208,36.79,1.43
105484,1,38.31,1,47530.66667,311.46076928,36.79,1.52
105714,1,38.31,1,47529.75,311.457636095,36.79,1.52
106017,0,37.25,1,47218.91667,310.395201545,36.79,0.45
106596,0,36.6,1,47030.66667,309.75175928,36.79,-0.19
106675,0,36.65,1,47044.23077,309.798121653846,36.79,-0.14
106931,0,36.82,1,47095,309.9716519,36.79,0.03
107087,1,36.85,1,47104.375,310.0036958375,36.79,0.06
107548,0,34.93,1,46542,308.08148684,36.79,-1.86
107722,0,38.85,1,47687.66667,311.99739842,36.79,2.06
107750,1,36.64,1,47043,309.79391486,36.79,-0.15
107753,1,39.12,1,47766,312.26514332,36.79,2.32
107776,0,38.84,1,47685,311.9882837,36.79,2.05
108088,0,38.57,1,47606,311.71826012,36.79,1.78
108089,1,38.18,1,47493.38889,311.33335309,36.79,1.39
108097,0,37.35,1,47250.4,310.502812208,36.79,0.56
108154,1,39.17,1,47783,312.32324966,36.79,2.38
108200,1,38.49,1,47583.75,311.642209175,36.79,1.7
108228,1,38.2,1,47497,311.34569594,36.79,1.4
108662,0,37.83,1,47390.625,310.9821040625,36.79,1.04
108989,0,36.03,1,46863.37037,309.179937193333,36.79,-0.76
109029,1,36.19,1,46909.54545,309.337764554546,36.79,-0.6
109105,0,37.57,1,47315,310.7236163,36.79,0.78
109515,0,37.31,1,47238,310.46042876,36.79,0.52
110541,0,38.63,1,47623.5,311.77807547,36.79,1.84
110785,1,35.81,1,46799.72727,308.962403812727,36.79,-0.98
111956,1,38.08,1,47463.38462,311.230797883077,36.79,1.29
112668,0,38.76,1,47662.33333,311.91080858,36.79,1.97
114155,0,37.35,1,47249.5,310.49973599,36.79,0.56
114471,0,38.47,1,47577.55556,311.62103644,36.79,1.68
114960,0,38.25,1,47511.5,311.39525723,36.79,1.45
115652,1,37.38,1,47258.37143,310.530058710286,36.79,0.59
116399,0,38.01,1,47443.3,311.162148266,36.79,1.22
116459,1,37.17,1,47197,310.32028994,36.79,0.38
116504,0,36.89,1,47116,310.04343032,36.79,0.1
117102,1,38.78,1,47669.16667,311.93416505,36.79,1.99
117156,1,36.53,1,47008.25,309.675138665,36.79,-0.27
118718,1,37.28,1,47229,310.42966658,36.79,0.49
118891,0,35.92,1,46832.125,309.0731398925,36.79,-0.87
121894,1,36.27,1,46933.33333,309.419072,36.79,-0.52
122614,0,36.56,1,47019,309.71188238,36.79,-0.23
123128,1,35.79,1,46792,308.93599184,36.79,-1.01
123228,1,37.64,1,47334.75,310.791122195,36.79,0.85
123536,0,37.4,1,47264.05882,310.54949834,36.79,0.61
124244,0,36.16,1,46902,309.31197404,36.79,-0.63
125146,0,36.45,1,46986,309.59908772,36.79,-0.34
126109,0,35.4,1,46680.38462,308.554488223077,36.79,-1.39
126587,0,36.04,1,46866.5,309.19063433,36.79,-0.75
126869,1,35.9,1,46825.5,309.05049551,36.79,-0.89
127868,0,36.95,1,47131.5,310.09640963,36.79,0.15
128212,0,37.44,1,47275,310.5868955,36.79,0.64
128622,1,36.43,1,46981,309.58199762,36.79,-0.36
130590,1,36.69,1,47057.57143,309.843720294286,36.79,-0.1
131080,0,37.9,1,47411,311.05174622,36.79,1.11
131572,1,35.71,1,46768.7,308.856351974,36.79,-1.09
131840,1,36.28,1,46937,309.43160474,36.79,-0.51
132234,0,37.33,1,47245.09091,310.484665629091,36.79,0.54
132402,1,38.26,1,47515.25,311.408074805,36.79,1.47
133071,1,36.33,1,46950.27273,309.476971187273,36.79,-0.47
133243,0,37.6,1,47324,310.75437848,36.79,0.81
133942,0,38.22,1,47505.33333,311.37417944,36.79,1.43
137134,0,36.99,1,47145,310.1425529,36.79,0.2
137372,0,36.84,1,47101.5,309.99386903,36.79,0.05
138149,1,37.87,1,47402.4,311.022351248,36.79,1.08
138652,1,37.3,1,47234,310.44675668,36.79,0.5
138749,1,36.9,1,47117.66667,310.04912702,36.79,0.11
139127,1,36.05,1,46868.41667,309.197185535,36.79,-0.75
139266,1,36.24,1,46923.75,309.386315975,36.79,-0.56
139337,1,35.57,1,46728.83333,308.72008691,36.79,-1.22
139453,0,36.22,1,46918.625,309.3687986225,36.79,-0.57
139491,1,35.05,1,46577.66667,308.20339622,36.79,-1.74
139816,0,37.4,1,47264.2,310.549980884,36.79,0.61
139937,1,35.9,1,46826.4,309.053571728,36.79,-0.89
140316,1,35.64,1,46748,308.78559896,36.79,-1.16
140378,1,37.1,1,47176.95455,310.251774175454,36.79,0.31
140399,1,34.06,1,46287.375,307.2111734975,36.79,-2.73
140886,0,33.81,1,46214.4,306.961743488,36.79,-2.98
141265,0,36.93,1,47128,310.08444656,36.79,0.14
142491,0,36.38,1,46966.66667,309.533006,36.79,-0.41
145676,0,32.06,1,45702,305.21035004,36.79,-4.73
145855,1,36.89,1,47116.16667,310.04399999,36.79,0.1
146181,0,33.11,1,46008.5,306.25797317,36.79,-3.68
146362,0,37.42,1,47271,310.57322342,36.79,0.63
146575,1,37.04,1,47158,310.18698716,36.79,0.24
147238,1,31.14,1,45431.5,304.28577563,36.79,-5.66
148089,0,33.47,1,46113.33333,306.6162956,36.79,-3.33
150955,0,33.99,1,46266.5,307.13982233,36.79,-2.8
151385,1,36.89,1,47115,310.0400123,36.79,0.1
151961,1,33.4,1,46093.70149,306.549193575522,36.79,-3.39
160888,0,37.27,1,47226.71429,310.421853962857,36.79,0.48
161177,0,38.18,1,47491,311.32518782,36.79,1.38
